blockNumber,id_x,liquidatorAccount,rewardAccount,rewardAmount,targetAccount,timestamp_x,token,balance,id_y,order,timestamp_y,totalDeposit,totalNetFlowRate,triggeredByEventName,prefix,transactionHash,logIndex
28773604,AgreementLiquidatedV2-0x295c488b1436de55dd8c3fd10bc8620a1704cb77030503c354f13918756c4ac7-288,0xab4075f621100563f4551c0ca50944809b03e948,0x6aeaee5fd4d05a741723d752d30ee4d72690a8f7,2.4867207798630964,0x3366f609b32afa17597cdcde6244e242d3bf5b81,1653527713,0xcaa7349cea390f89641fe306d93591f87595dc1f,0.0,ATSLog-0x3366f609b32afa17597cdcde6244e242d3bf5b81-0xcaa7349cea390f89641fe306d93591f87595dc1f-0x295c488b1436de55dd8c3fd10bc8620a1704cb77030503c354f13918756c4ac7-300,287736040300,1653527713,4166666667134287872,-0.000289351851851851,AgreementLiquidatedV2,ATSLog,0x295c488b1436de55dd8c3fd10bc8620a1704cb77030503c354f13918756c4ac7,300
28773604,AgreementLiquidatedV2-0x295c488b1436de55dd8c3fd10bc8620a1704cb77030503c354f13918756c4ac7-288,0xab4075f621100563f4551c0ca50944809b03e948,0x6aeaee5fd4d05a741723d752d30ee4d72690a8f7,2.4867207798630964,0x3366f609b32afa17597cdcde6244e242d3bf5b81,1653527713,0xcaa7349cea390f89641fe306d93591f87595dc1f,0.0,ATSLog-0x3366f609b32afa17597cdcde6244e242d3bf5b81-0xcaa7349cea390f89641fe306d93591f87595dc1f-0x295c488b1436de55dd8c3fd10bc8620a1704cb77030503c354f13918756c4ac7-294,287736040294,1653527713,8333333334268575744,-0.000578703703703702,AgreementLiquidatedV2,ATSLog,0x295c488b1436de55dd8c3fd10bc8620a1704cb77030503c354f13918756c4ac7,294
28773604,AgreementLiquidatedV2-0x295c488b1436de55dd8c3fd10bc8620a1704cb77030503c354f13918756c4ac7-288,0xab4075f621100563f4551c0ca50944809b03e948,0x6aeaee5fd4d05a741723d752d30ee4d72690a8f7,2.4867207798630964,0x3366f609b32afa17597cdcde6244e242d3bf5b81,1653527713,0xcaa7349cea390f89641fe306d93591f87595dc1f,0.0,ATSLog-0x3366f609b32afa17597cdcde6244e242d3bf5b81-0xcaa7349cea390f89641fe306d93591f87595dc1f-0x295c488b1436de55dd8c3fd10bc8620a1704cb77030503c354f13918756c4ac7-288,287736040288,1653527713,10833333337985122304,-0.000752314814814813,AgreementLiquidatedV2,ATSLog,0x295c488b1436de55dd8c3fd10bc8620a1704cb77030503c354f13918756c4ac7,288
28773601,AgreementLiquidatedV2-0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0-364,0xab4075f621100563f4551c0ca50944809b03e948,0x6aeaee5fd4d05a741723d752d30ee4d72690a8f7,2.4877624465308643,0x3366f609b32afa17597cdcde6244e242d3bf5b81,1653527707,0xcaa7349cea390f89641fe306d93591f87595dc1f,-0.05302941441522639,ATSLog-0x3366f609b32afa17597cdcde6244e242d3bf5b81-0xcaa7349cea390f89641fe306d93591f87595dc1f-0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0-364,287736010364,1653527707,13333333341701668864,-0.000925925925925924,AgreementLiquidatedV2,ATSLog,0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0,364
28773601,AgreementLiquidatedV2-0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0-364,0xab4075f621100563f4551c0ca50944809b03e948,0x6aeaee5fd4d05a741723d752d30ee4d72690a8f7,2.4877624465308643,0x3366f609b32afa17597cdcde6244e242d3bf5b81,1653527707,0xcaa7349cea390f89641fe306d93591f87595dc1f,-0.05302941441522639,ATSLog-0x3366f609b32afa17597cdcde6244e242d3bf5b81-0xcaa7349cea390f89641fe306d93591f87595dc1f-0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0-358,287736010358,1653527707,15833333345418215424,-0.001099537037037035,AgreementLiquidatedV2,ATSLog,0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0,358
28773601,AgreementLiquidatedV2-0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0-364,0xab4075f621100563f4551c0ca50944809b03e948,0x6aeaee5fd4d05a741723d752d30ee4d72690a8f7,2.4877624465308643,0x3366f609b32afa17597cdcde6244e242d3bf5b81,1653527707,0xcaa7349cea390f89641fe306d93591f87595dc1f,-0.05302941441522639,ATSLog-0x3366f609b32afa17597cdcde6244e242d3bf5b81-0xcaa7349cea390f89641fe306d93591f87595dc1f-0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0-352,287736010352,1653527707,17222222234462978048,-0.001195987654320985,AgreementLiquidatedV2,ATSLog,0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0,352
28773601,AgreementLiquidatedV2-0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0-364,0xab4075f621100563f4551c0ca50944809b03e948,0x6aeaee5fd4d05a741723d752d30ee4d72690a8f7,2.4877624465308643,0x3366f609b32afa17597cdcde6244e242d3bf5b81,1653527707,0xcaa7349cea390f89641fe306d93591f87595dc1f,-0.05302941441522639,ATSLog-0x3366f609b32afa17597cdcde6244e242d3bf5b81-0xcaa7349cea390f89641fe306d93591f87595dc1f-0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0-346,287736010346,1653527707,18611111123507740672,-0.001292438271604935,AgreementLiquidatedV2,ATSLog,0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0,346
28773601,AgreementLiquidatedV2-0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0-364,0xab4075f621100563f4551c0ca50944809b03e948,0x6aeaee5fd4d05a741723d752d30ee4d72690a8f7,2.4877624465308643,0x3366f609b32afa17597cdcde6244e242d3bf5b81,1653527707,0xcaa7349cea390f89641fe306d93591f87595dc1f,-0.05302941441522639,ATSLog-0x3366f609b32afa17597cdcde6244e242d3bf5b81-0xcaa7349cea390f89641fe306d93591f87595dc1f-0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0-340,287736010340,1653527707,20000000012552503296,-0.001388888888888885,AgreementLiquidatedV2,ATSLog,0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0,340
28773601,AgreementLiquidatedV2-0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0-358,0xab4075f621100563f4551c0ca50944809b03e948,0x6aeaee5fd4d05a741723d752d30ee4d72690a8f7,2.4877624465308643,0x3366f609b32afa17597cdcde6244e242d3bf5b81,1653527707,0xcaa7349cea390f89641fe306d93591f87595dc1f,-0.05302941441522639,ATSLog-0x3366f609b32afa17597cdcde6244e242d3bf5b81-0xcaa7349cea390f89641fe306d93591f87595dc1f-0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0-364,287736010364,1653527707,13333333341701668864,-0.000925925925925924,AgreementLiquidatedV2,ATSLog,0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0,364
28773601,AgreementLiquidatedV2-0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0-358,0xab4075f621100563f4551c0ca50944809b03e948,0x6aeaee5fd4d05a741723d752d30ee4d72690a8f7,2.4877624465308643,0x3366f609b32afa17597cdcde6244e242d3bf5b81,1653527707,0xcaa7349cea390f89641fe306d93591f87595dc1f,-0.05302941441522639,ATSLog-0x3366f609b32afa17597cdcde6244e242d3bf5b81-0xcaa7349cea390f89641fe306d93591f87595dc1f-0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0-358,287736010358,1653527707,15833333345418215424,-0.001099537037037035,AgreementLiquidatedV2,ATSLog,0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0,358
28773601,AgreementLiquidatedV2-0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0-358,0xab4075f621100563f4551c0ca50944809b03e948,0x6aeaee5fd4d05a741723d752d30ee4d72690a8f7,2.4877624465308643,0x3366f609b32afa17597cdcde6244e242d3bf5b81,1653527707,0xcaa7349cea390f89641fe306d93591f87595dc1f,-0.05302941441522639,ATSLog-0x3366f609b32afa17597cdcde6244e242d3bf5b81-0xcaa7349cea390f89641fe306d93591f87595dc1f-0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0-352,287736010352,1653527707,17222222234462978048,-0.001195987654320985,AgreementLiquidatedV2,ATSLog,0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0,352
28773601,AgreementLiquidatedV2-0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0-358,0xab4075f621100563f4551c0ca50944809b03e948,0x6aeaee5fd4d05a741723d752d30ee4d72690a8f7,2.4877624465308643,0x3366f609b32afa17597cdcde6244e242d3bf5b81,1653527707,0xcaa7349cea390f89641fe306d93591f87595dc1f,-0.05302941441522639,ATSLog-0x3366f609b32afa17597cdcde6244e242d3bf5b81-0xcaa7349cea390f89641fe306d93591f87595dc1f-0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0-346,287736010346,1653527707,18611111123507740672,-0.001292438271604935,AgreementLiquidatedV2,ATSLog,0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0,346
28773601,AgreementLiquidatedV2-0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0-358,0xab4075f621100563f4551c0ca50944809b03e948,0x6aeaee5fd4d05a741723d752d30ee4d72690a8f7,2.4877624465308643,0x3366f609b32afa17597cdcde6244e242d3bf5b81,1653527707,0xcaa7349cea390f89641fe306d93591f87595dc1f,-0.05302941441522639,ATSLog-0x3366f609b32afa17597cdcde6244e242d3bf5b81-0xcaa7349cea390f89641fe306d93591f87595dc1f-0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0-340,287736010340,1653527707,20000000012552503296,-0.001388888888888885,AgreementLiquidatedV2,ATSLog,0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0,340
28773601,AgreementLiquidatedV2-0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0-352,0xab4075f621100563f4551c0ca50944809b03e948,0x6aeaee5fd4d05a741723d752d30ee4d72690a8f7,1.3820902461731719,0x3366f609b32afa17597cdcde6244e242d3bf5b81,1653527707,0xcaa7349cea390f89641fe306d93591f87595dc1f,-0.05302941441522639,ATSLog-0x3366f609b32afa17597cdcde6244e242d3bf5b81-0xcaa7349cea390f89641fe306d93591f87595dc1f-0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0-364,287736010364,1653527707,13333333341701668864,-0.000925925925925924,AgreementLiquidatedV2,ATSLog,0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0,364
28773601,AgreementLiquidatedV2-0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0-352,0xab4075f621100563f4551c0ca50944809b03e948,0x6aeaee5fd4d05a741723d752d30ee4d72690a8f7,1.3820902461731719,0x3366f609b32afa17597cdcde6244e242d3bf5b81,1653527707,0xcaa7349cea390f89641fe306d93591f87595dc1f,-0.05302941441522639,ATSLog-0x3366f609b32afa17597cdcde6244e242d3bf5b81-0xcaa7349cea390f89641fe306d93591f87595dc1f-0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0-358,287736010358,1653527707,15833333345418215424,-0.001099537037037035,AgreementLiquidatedV2,ATSLog,0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0,358
28773601,AgreementLiquidatedV2-0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0-352,0xab4075f621100563f4551c0ca50944809b03e948,0x6aeaee5fd4d05a741723d752d30ee4d72690a8f7,1.3820902461731719,0x3366f609b32afa17597cdcde6244e242d3bf5b81,1653527707,0xcaa7349cea390f89641fe306d93591f87595dc1f,-0.05302941441522639,ATSLog-0x3366f609b32afa17597cdcde6244e242d3bf5b81-0xcaa7349cea390f89641fe306d93591f87595dc1f-0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0-352,287736010352,1653527707,17222222234462978048,-0.001195987654320985,AgreementLiquidatedV2,ATSLog,0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0,352
28773601,AgreementLiquidatedV2-0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0-352,0xab4075f621100563f4551c0ca50944809b03e948,0x6aeaee5fd4d05a741723d752d30ee4d72690a8f7,1.3820902461731719,0x3366f609b32afa17597cdcde6244e242d3bf5b81,1653527707,0xcaa7349cea390f89641fe306d93591f87595dc1f,-0.05302941441522639,ATSLog-0x3366f609b32afa17597cdcde6244e242d3bf5b81-0xcaa7349cea390f89641fe306d93591f87595dc1f-0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0-346,287736010346,1653527707,18611111123507740672,-0.001292438271604935,AgreementLiquidatedV2,ATSLog,0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0,346
28773601,AgreementLiquidatedV2-0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0-352,0xab4075f621100563f4551c0ca50944809b03e948,0x6aeaee5fd4d05a741723d752d30ee4d72690a8f7,1.3820902461731719,0x3366f609b32afa17597cdcde6244e242d3bf5b81,1653527707,0xcaa7349cea390f89641fe306d93591f87595dc1f,-0.05302941441522639,ATSLog-0x3366f609b32afa17597cdcde6244e242d3bf5b81-0xcaa7349cea390f89641fe306d93591f87595dc1f-0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0-340,287736010340,1653527707,20000000012552503296,-0.001388888888888885,AgreementLiquidatedV2,ATSLog,0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0,340
28773601,AgreementLiquidatedV2-0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0-346,0xab4075f621100563f4551c0ca50944809b03e948,0x6aeaee5fd4d05a741723d752d30ee4d72690a8f7,1.3820902461731719,0x3366f609b32afa17597cdcde6244e242d3bf5b81,1653527707,0xcaa7349cea390f89641fe306d93591f87595dc1f,-0.05302941441522639,ATSLog-0x3366f609b32afa17597cdcde6244e242d3bf5b81-0xcaa7349cea390f89641fe306d93591f87595dc1f-0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0-364,287736010364,1653527707,13333333341701668864,-0.000925925925925924,AgreementLiquidatedV2,ATSLog,0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0,364
28773601,AgreementLiquidatedV2-0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0-346,0xab4075f621100563f4551c0ca50944809b03e948,0x6aeaee5fd4d05a741723d752d30ee4d72690a8f7,1.3820902461731719,0x3366f609b32afa17597cdcde6244e242d3bf5b81,1653527707,0xcaa7349cea390f89641fe306d93591f87595dc1f,-0.05302941441522639,ATSLog-0x3366f609b32afa17597cdcde6244e242d3bf5b81-0xcaa7349cea390f89641fe306d93591f87595dc1f-0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0-358,287736010358,1653527707,15833333345418215424,-0.001099537037037035,AgreementLiquidatedV2,ATSLog,0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0,358
28773601,AgreementLiquidatedV2-0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0-346,0xab4075f621100563f4551c0ca50944809b03e948,0x6aeaee5fd4d05a741723d752d30ee4d72690a8f7,1.3820902461731719,0x3366f609b32afa17597cdcde6244e242d3bf5b81,1653527707,0xcaa7349cea390f89641fe306d93591f87595dc1f,-0.05302941441522639,ATSLog-0x3366f609b32afa17597cdcde6244e242d3bf5b81-0xcaa7349cea390f89641fe306d93591f87595dc1f-0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0-352,287736010352,1653527707,17222222234462978048,-0.001195987654320985,AgreementLiquidatedV2,ATSLog,0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0,352
28773601,AgreementLiquidatedV2-0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0-346,0xab4075f621100563f4551c0ca50944809b03e948,0x6aeaee5fd4d05a741723d752d30ee4d72690a8f7,1.3820902461731719,0x3366f609b32afa17597cdcde6244e242d3bf5b81,1653527707,0xcaa7349cea390f89641fe306d93591f87595dc1f,-0.05302941441522639,ATSLog-0x3366f609b32afa17597cdcde6244e242d3bf5b81-0xcaa7349cea390f89641fe306d93591f87595dc1f-0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0-346,287736010346,1653527707,18611111123507740672,-0.001292438271604935,AgreementLiquidatedV2,ATSLog,0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0,346
28773601,AgreementLiquidatedV2-0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0-346,0xab4075f621100563f4551c0ca50944809b03e948,0x6aeaee5fd4d05a741723d752d30ee4d72690a8f7,1.3820902461731719,0x3366f609b32afa17597cdcde6244e242d3bf5b81,1653527707,0xcaa7349cea390f89641fe306d93591f87595dc1f,-0.05302941441522639,ATSLog-0x3366f609b32afa17597cdcde6244e242d3bf5b81-0xcaa7349cea390f89641fe306d93591f87595dc1f-0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0-340,287736010340,1653527707,20000000012552503296,-0.001388888888888885,AgreementLiquidatedV2,ATSLog,0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0,340
28773601,AgreementLiquidatedV2-0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0-340,0xab4075f621100563f4551c0ca50944809b03e948,0x6aeaee5fd4d05a741723d752d30ee4d72690a8f7,1.3820902461731719,0x3366f609b32afa17597cdcde6244e242d3bf5b81,1653527707,0xcaa7349cea390f89641fe306d93591f87595dc1f,-0.05302941441522639,ATSLog-0x3366f609b32afa17597cdcde6244e242d3bf5b81-0xcaa7349cea390f89641fe306d93591f87595dc1f-0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0-364,287736010364,1653527707,13333333341701668864,-0.000925925925925924,AgreementLiquidatedV2,ATSLog,0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0,364
28773601,AgreementLiquidatedV2-0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0-340,0xab4075f621100563f4551c0ca50944809b03e948,0x6aeaee5fd4d05a741723d752d30ee4d72690a8f7,1.3820902461731719,0x3366f609b32afa17597cdcde6244e242d3bf5b81,1653527707,0xcaa7349cea390f89641fe306d93591f87595dc1f,-0.05302941441522639,ATSLog-0x3366f609b32afa17597cdcde6244e242d3bf5b81-0xcaa7349cea390f89641fe306d93591f87595dc1f-0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0-358,287736010358,1653527707,15833333345418215424,-0.001099537037037035,AgreementLiquidatedV2,ATSLog,0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0,358
28773601,AgreementLiquidatedV2-0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0-340,0xab4075f621100563f4551c0ca50944809b03e948,0x6aeaee5fd4d05a741723d752d30ee4d72690a8f7,1.3820902461731719,0x3366f609b32afa17597cdcde6244e242d3bf5b81,1653527707,0xcaa7349cea390f89641fe306d93591f87595dc1f,-0.05302941441522639,ATSLog-0x3366f609b32afa17597cdcde6244e242d3bf5b81-0xcaa7349cea390f89641fe306d93591f87595dc1f-0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0-352,287736010352,1653527707,17222222234462978048,-0.001195987654320985,AgreementLiquidatedV2,ATSLog,0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0,352
28773601,AgreementLiquidatedV2-0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0-340,0xab4075f621100563f4551c0ca50944809b03e948,0x6aeaee5fd4d05a741723d752d30ee4d72690a8f7,1.3820902461731719,0x3366f609b32afa17597cdcde6244e242d3bf5b81,1653527707,0xcaa7349cea390f89641fe306d93591f87595dc1f,-0.05302941441522639,ATSLog-0x3366f609b32afa17597cdcde6244e242d3bf5b81-0xcaa7349cea390f89641fe306d93591f87595dc1f-0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0-346,287736010346,1653527707,18611111123507740672,-0.001292438271604935,AgreementLiquidatedV2,ATSLog,0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0,346
28773601,AgreementLiquidatedV2-0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0-340,0xab4075f621100563f4551c0ca50944809b03e948,0x6aeaee5fd4d05a741723d752d30ee4d72690a8f7,1.3820902461731719,0x3366f609b32afa17597cdcde6244e242d3bf5b81,1653527707,0xcaa7349cea390f89641fe306d93591f87595dc1f,-0.05302941441522639,ATSLog-0x3366f609b32afa17597cdcde6244e242d3bf5b81-0xcaa7349cea390f89641fe306d93591f87595dc1f-0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0-340,287736010340,1653527707,20000000012552503296,-0.001388888888888885,AgreementLiquidatedV2,ATSLog,0xe24b13a2d8eb7de63cd9684ccbbbcfb011e568c8c3a3cac9aa47f3cf14b8eab0,340
28773598,AgreementLiquidatedV2-0x444672e6e9f6557660da23f058b90f8d108c919f18815ec9df9b0c970d7fffda-292,0xab4075f621100563f4551c0ca50944809b03e948,0x6aeaee5fd4d05a741723d752d30ee4d72690a8f7,2.4888041131984258,0x3366f609b32afa17597cdcde6244e242d3bf5b81,1653527701,0xcaa7349cea390f89641fe306d93591f87595dc1f,-0.08956712406802986,ATSLog-0x3366f609b32afa17597cdcde6244e242d3bf5b81-0xcaa7349cea390f89641fe306d93591f87595dc1f-0x444672e6e9f6557660da23f058b90f8d108c919f18815ec9df9b0c970d7fffda-292,287735980292,1653527701,22500000016269049856,-0.001562499999999996,AgreementLiquidatedV2,ATSLog,0x444672e6e9f6557660da23f058b90f8d108c919f18815ec9df9b0c970d7fffda,292
28773598,AgreementLiquidatedV2-0x444672e6e9f6557660da23f058b90f8d108c919f18815ec9df9b0c970d7fffda-292,0xab4075f621100563f4551c0ca50944809b03e948,0x6aeaee5fd4d05a741723d752d30ee4d72690a8f7,2.4888041131984258,0x3366f609b32afa17597cdcde6244e242d3bf5b81,1653527701,0xcaa7349cea390f89641fe306d93591f87595dc1f,-0.08956712406802986,ATSLog-0x3366f609b32afa17597cdcde6244e242d3bf5b81-0xcaa7349cea390f89641fe306d93591f87595dc1f-0x444672e6e9f6557660da23f058b90f8d108c919f18815ec9df9b0c970d7fffda-286,287735980286,1653527701,25000000019985596416,-0.001736111111111107,AgreementLiquidatedV2,ATSLog,0x444672e6e9f6557660da23f058b90f8d108c919f18815ec9df9b0c970d7fffda,286
28773598,AgreementLiquidatedV2-0x444672e6e9f6557660da23f058b90f8d108c919f18815ec9df9b0c970d7fffda-292,0xab4075f621100563f4551c0ca50944809b03e948,0x6aeaee5fd4d05a741723d752d30ee4d72690a8f7,2.4888041131984258,0x3366f609b32afa17597cdcde6244e242d3bf5b81,1653527701,0xcaa7349cea390f89641fe306d93591f87595dc1f,-0.08956712406802986,ATSLog-0x3366f609b32afa17597cdcde6244e242d3bf5b81-0xcaa7349cea390f89641fe306d93591f87595dc1f-0x444672e6e9f6557660da23f058b90f8d108c919f18815ec9df9b0c970d7fffda-280,287735980280,1653527701,26388888909030359040,-0.001832561728395057,AgreementLiquidatedV2,ATSLog,0x444672e6e9f6557660da23f058b90f8d108c919f18815ec9df9b0c970d7fffda,280
28773598,AgreementLiquidatedV2-0x444672e6e9f6557660da23f058b90f8d108c919f18815ec9df9b0c970d7fffda-292,0xab4075f621100563f4551c0ca50944809b03e948,0x6aeaee5fd4d05a741723d752d30ee4d72690a8f7,2.4888041131984258,0x3366f609b32afa17597cdcde6244e242d3bf5b81,1653527701,0xcaa7349cea390f89641fe306d93591f87595dc1f,-0.08956712406802986,ATSLog-0x3366f609b32afa17597cdcde6244e242d3bf5b81-0xcaa7349cea390f89641fe306d93591f87595dc1f-0x444672e6e9f6557660da23f058b90f8d108c919f18815ec9df9b0c970d7fffda-274,287735980274,1653527701,27777777798075121664,-0.001929012345679007,AgreementLiquidatedV2,ATSLog,0x444672e6e9f6557660da23f058b90f8d108c919f18815ec9df9b0c970d7fffda,274
28773598,AgreementLiquidatedV2-0x444672e6e9f6557660da23f058b90f8d108c919f18815ec9df9b0c970d7fffda-292,0xab4075f621100563f4551c0ca50944809b03e948,0x6aeaee5fd4d05a741723d752d30ee4d72690a8f7,2.4888041131984258,0x3366f609b32afa17597cdcde6244e242d3bf5b81,1653527701,0xcaa7349cea390f89641fe306d93591f87595dc1f,-0.08956712406802986,ATSLog-0x3366f609b32afa17597cdcde6244e242d3bf5b81-0xcaa7349cea390f89641fe306d93591f87595dc1f-0x444672e6e9f6557660da23f058b90f8d108c919f18815ec9df9b0c970d7fffda-268,287735980268,1653527701,30277777801791668224,-0.002102623456790118,AgreementLiquidatedV2,ATSLog,0x444672e6e9f6557660da23f058b90f8d108c919f18815ec9df9b0c970d7fffda,268
